time_stamp,humidity,temperature,pressure,voc,pm1.0_atm,pm2.5_atm,pm10.0_atm,latitude,longitude
2023-09-10 00:00:00,49.32,96.572,1010.093,,0.1985,1.251,1.8675,18.31839,-64.85143
2023-09-17 00:00:00,47.895,97.194,1011.089,,0.0155,0.0625,0.1095,18.31839,-64.85143
2023-09-24 00:00:00,46.178,99.414,1010.51,,0.006500000000000001,0.0635,0.184,18.31839,-64.85143
2023-10-01 00:00:00,54.224,95.09,1008.761,,0.20850000000000002,1.1804999999999999,1.786,18.31839,-64.85143
2023-10-08 00:00:00,46.245,98.966,1011.311,,0.032,0.191,0.313,18.31839,-64.85143
2023-10-15 00:00:00,47.163,98.398,1010.762,,0.1315,0.517,0.696,18.31839,-64.85143
2023-10-29 00:00:00,50.055,95.972,1010.72,,0.33799999999999997,1.8215,2.9725,18.31839,-64.85143
2023-11-05 00:00:00,52.323,94.034,1011.588,,0.048,0.3745,0.6315,18.31839,-64.85143
